iata,lat,lon,country,icao,tz,city,subd,size
YBA,51.20734,-115.54186,CA,CYBA,America/Edmonton,Banff,Alberta,small
YBR,49.91,-99.9519,CA,CYBR,America/Winnipeg,Brandon,Manitoba,small
YBX,51.4436,-57.1853,CA,CYBX,America/Blanc-Sablon,Lourdes-De-Blanc-Sablon,Quebec,small
YEU,79.9947,-85.8142,CA,CYEU,America/Rankin_Inlet,Eureka,Nunavut,small
YFO,54.6781,-101.682,CA,CYFO,America/Winnipeg,Flin Flon,Manitoba,small
YKQ,51.4733,-78.7583,CA,CYKQ,America/Toronto,Waskaganish,Quebec,small
YLK,44.4853,-79.5556,CA,CYLS,America/Toronto,Barrie-Orillia,Ontario,small
XGR,58.7114,-65.9928,CA,CYLU,America/Iqaluit,Kangiqsualujjuaq,Quebec,small
YOS,44.5903,-80.8375,CA,CYOS,America/Toronto,Owen Sound,Ontario,small
YQA,44.9747,-79.3033,CA,CYQA,America/Toronto,Muskoka,Ontario,small
YQR,50.4319,-104.666,CA,CYQR,America/Regina,Regina,Saskatchewan,small
YRB,74.7169,-94.9694,CA,CYRB,America/Winnipeg,Resolute Bay,Nunavut,small
YSC,45.4386,-71.6914,CA,CYSC,America/Toronto,Sherbrooke,Quebec,small
YTQ,58.6678,-69.9558,CA,CYTQ,America/Toronto,Tasiujaq,Quebec,small
YYJ,48.6469,-123.426,CA,CYYJ,America/Vancouver,Victoria,British Columbia,medium
YYY,48.6086,-68.2081,CA,CYYY,America/Toronto,Mont Jolie,Quebec,small
YZU,54.1439,-115.787,CA,CYZU,America/Edmonton,Whitecourt,Alberta,small
ZBM,45.2908,-72.7414,CA,CZBM,America/Toronto,Bromont,Quebec,small
ZEM,52.2264,-78.5225,CA,CZEM,America/Toronto,Eastmain River,Quebec,small
YTD,55.3189,-97.7078,CA,CZLQ,America/Winnipeg,Thicket Portage,Manitoba,small
ALG,36.691,3.21541,DZ,DAAG,Africa/Algiers,Algiers,Algiers,medium
VVZ,26.7235,8.62265,DZ,DAAP,Africa/Algiers,Illizi,Illizi,small
TEE,35.4316,8.12072,DZ,DABS,Africa/Algiers,Tebessi,Tebessa,small
TID,35.3411,1.46315,DZ,DAOB,Africa/Algiers,Tiaret,Tiaret,small
BFW,35.1718,-0.59328,DZ,DAOS,Africa/Algiers,,Sidi-Bel-Abbes,small
COO,6.35723,2.38435,BJ,DBBB,Africa/Porto-Novo,Cotonou,Atlantique,small
FNG,12.033,0.35,BF,DFEF,Africa/Ouagadougou,Fada N'gourma,Est,small
XGA,10.2992,-3.25083,BF,DFOG,Africa/Ouagadougou,Gaoua,Sud-Ouest,small
GGO,6.52499,-7.47861,CI,DIGL,Africa/Abidjan,Guiglo,,small
ILR,8.44021,4.49392,NG,DNIL,Africa/Lagos,Ilorin,Kwara,small
GAE,33.8769,10.1033,TN,DTTG,Africa/Tunis,Gabes,Qabis,small
SFA,34.718,10.691,TN,DTTX,Africa/Tunis,Sfax,Safaqis,small
ANR,51.1894,4.46028,BE,EBAW,Europe/Brussels,Antwerp,Flanders,medium
YKG,60.0272,-69.9992,CA,CYAS,America/Toronto,Kangirsuk,Quebec,small
XRR,61.9706,-132.423,CA,CYDM,America/Whitehorse,Ross River,Yukon,small
YEL,46.3514,-82.5614,CA,CYEL,America/Toronto,Elliot Lake,Ontario,small
YET,53.5789,-116.465,CA,CYET,America/Edmonton,Edson,Alberta,small
YGK,44.2253,-76.5969,CA,CYGK,America/Toronto,Kingston,Ontario,small
YGQ,49.7783,-86.9394,CA,CYGQ,America/Toronto,Geraldton,Ontario,small
YGZ,76.4261,-82.9092,CA,CYGZ,America/Toronto,Grise Fiord,Nunavut,small
YHF,49.7142,-83.6861,CA,CYHF,America/Toronto,Hearst,Ontario,small
YJN,45.2944,-73.2811,CA,CYJN,America/Toronto,Saint Jean,Quebec,small
YKA,50.7022,-120.444,CA,CYKA,America/Vancouver,Kamloops,British Columbia,small
YLH,52.1956,-87.9342,CA,CYLH,America/Toronto,Lansdowne House,Ontario,small
YMW,46.2728,-75.9906,CA,CYMW,America/Toronto,Maniwaki,Quebec,small
YPS,45.6567,-61.3681,CA,CYPD,America/Halifax,Port Hawkesbury,Nova Scotia,small
YQI,43.8269,-66.0881,CA,CYQI,America/Halifax,Yarmouth,Nova Scotia,small
YQL,49.6303,-112.8,CA,CYQL,America/Edmonton,Lethbridge,Alberta,small
YQM,46.1122,-64.6786,CA,CYQM,America/Halifax,Moncton,New Brunswick,small
YQW,52.7692,-108.244,CA,CYQW,America/Regina,North Battleford,Saskatchewan,small
YCM,43.1917,-79.1717,CA,CYSN,America/Toronto,Niagara-on-the-lake,Ontario,small
YTA,45.8644,-77.2517,CA,CYTA,America/Toronto,Pembroke,Ontario,small
YUY,48.2061,-78.8356,CA,CYUY,America/Toronto,McWatters,Quebec,small
YVE,50.2481,-119.331,CA,CYVK,America/Vancouver,Vernon,British Columbia,small
YWH,48.42283,-123.3875,CA,CYWH,America/Vancouver,Victoria,British Columbia,small
YXH,50.0189,-110.721,CA,CYXH,America/Edmonton,Medicine Hat,Alberta,small
YXX,49.0253,-122.361,CA,CYXX,America/Vancouver,Abbotsford,British Columbia,medium
YZF,62.4628,-114.44,CA,CYZF,America/Edmonton,Yellowknife,Northwest Territories,small
ZTM,55.8656,-92.0814,CA,CZTM,America/Winnipeg,Shamattawa,Manitoba,small
BLJ,35.7521,6.30859,DZ,DABT,Africa/Algiers,Batna,Batna,small
TLM,35.0167,-1.45,DZ,DAON,Africa/Algiers,Tlemcen,Tlemcen,small
KMS,6.71456,-1.59082,GH,DGSI,Africa/Accra,Kumasi,,small
ABJ,5.26139,-3.92629,CI,DIAP,Africa/Abidjan,Abidjan,Lagunes,large
BDK,8.01722,-2.76194,CI,DIBU,Africa/Abidjan,Bondoukou,,small
MDI,7.70388,8.61394,NG,DNMK,Africa/Lagos,Makurdi,Benue,small
MFQ,13.5025,7.12675,NE,DRRM,Africa/Niamey,Maradi,Maradi,small
LEJ,51.4324,12.2416,DE,EDDP,Europe/Berlin,Leipzig,Saxony,large
ZPO,55.5281,-106.582,CA,CZPO,America/Regina,Pinehouse Lake,Saskatchewan,small
YDV,51.7833,-96.7,CA,CZTA,America/Winnipeg,Bloodvein River,Manitoba,small
FEK,9.6,-5.2,CI,DIFK,Africa/Abidjan,Ferkessedougou,,small
OFI,9.6,-4.05,CI,DIOF,Africa/Abidjan,Ouango Fitini,,small
BNI,6.31698,5.5995,NG,DNBE,Africa/Lagos,Benin,Edo,small
OBL,51.2647,4.75333,BE,EBZR,Europe/Brussels,Zoersel,Flanders,small
BBH,54.3375,12.6997,DE,EDBH,Europe/Berlin,,Mecklenburg-Vorpommern,small
AGE,53.78278,7.91389,DE,EDWG,Europe/Berlin,Wangerooge,Niedersachsen,small
DJO,6.79281,-6.47319,CI,DIDL,Africa/Abidjan,,Sassandra-Marahoue,small
AKR,7.24674,5.30101,NG,DNAK,Africa/Lagos,Akure,Ondo,small
MXJ,9.65217,6.46226,NG,DNMN,Africa/Lagos,Minna,Niger,small
TBJ,36.98,8.87694,TN,DTKA,Africa/Tunis,Tabarka,Jundubah,small
EBM,31.7043,9.25462,TN,DTTR,Africa/Tunis,El Borma,Tataouine,small
LGG,50.6374,5.44322,BE,EBLG,Europe/Brussels,Liege,Wallonia,large
ZHZ,51.55222,12.05389,DE,EDAQ,Europe/Berlin,Oppin,Sachsen-Anhalt,small
CBU,51.88944,14.53194,DE,EDCD,Europe/Berlin,Cottbus,Brandenburg,small
FRA,50.0264,8.54313,DE,EDDF,Europe/Berlin,Frankfurt am Main,Hesse,large
DUS,51.2895,6.76678,DE,EDDL,Europe/Berlin,Dusseldorf,Nordrhein-Westfalen,large
EIB,50.99278,10.47278,DE,EDGE,Europe/Berlin,Eisenach,Thuringia,small
NRN,51.6024,6.14217,DE,EDLV,Europe/Berlin,Weeze,Nordrhein-Westfalen,small
VAC,52.90833,8.04056,DE,EDWU,Europe/Berlin,Cloppenburg,Niedersachsen,small
FKB,48.7794,8.0805,DE,EDSB,Europe/Berlin,Baden-Baden,Baden-Württemberg,medium
BRV,53.50694,8.57278,DE,EDWB,Europe/Berlin,Bremerhaven,Bremen,small
TLL,59.4133,24.8328,EE,EETN,Europe/Tallinn,Tallinn,Harjumaa,medium
HEM,60.2546,25.0428,FI,EFHF,Europe/Helsinki,Helsinki,Uusimaa,small
JYV,62.3995,25.6783,FI,EFJY,Europe/Helsinki,Jyvaskylan Maalaiskunta,Central Finland,small
KOK,63.7212,23.1431,FI,EFKK,Europe/Helsinki,Kokkola / Kruunupyy,Ostrobothnia,small
MHQ,60.1222,19.8982,FI,EFMA,Europe/Mariehamn,,Mariehamns-stad,small
CSO,51.8564,11.4203,DE,EDBC,Europe/Berlin,Magdeburg,Sachsen-Anhalt,small
BBJ,49.94528,6.565,DE,EDRB,Europe/Berlin,Bitburg,Rheinland-Pfalz,small
LPP,61.0446,28.1444,FI,EFLP,Europe/Helsinki,Lappeenranta,South Karelia,small
POR,61.4617,21.8,FI,EFPO,Europe/Helsinki,Pori,Satakunta,small
TWE,65.67928,-164.79881,US,AK49,America/Nome,Taylor,Alaska,small
LSA,-8.50582,151.08099,PG,AYKA,Pacific/Port_Moresby,Losuia,Milne Bay,small
TPI,-8.35667,146.98917,PG,AYTI,Pacific/Port_Moresby,Tapini,Central Province,small
TFI,-9.07595,149.31984,PG,AYTU,Pacific/Port_Moresby,Tufi,Northern Province,small
WAO,-6.98944,145.07511,PG,AYWB,Pacific/Port_Moresby,Wabo,Gulf,small
WOA,-6.79686,145.89194,PG,AYWO,Pacific/Port_Moresby,Wonenara,Eastern Highlands,small
WUG,-7.34556,146.71861,PG,AYWU,Pacific/Port_Moresby,Wau,Morobe,small
JFR,62.01474,-49.67094,GL,BGPT,America/Nuuk,Paamiut,,small
OFJ,66.0833,-18.6667,IS,BIOF,Atlantic/Reykjavik,Olafsfjordur,Northeast,small
PFJ,65.5558,-23.965,IS,BIPA,Atlantic/Reykjavik,Patreksfjordur,Westfjords,small
YWM,52.5669,-55.7847,CA,CCA6,America/St_Johns,Williams Harbour,Newfoundland and Labrador,small
DAS,66.7031,-119.707,CA,CFF4,America/Yellowknife,Great Bear Lake,Northwest Territories,small
RNL,-11.5339,160.063,SB,AGGR,Pacific/Guadalcanal,Rennell Island,Rennell and Bellona,small
BSW,60.42306,-146.14591,US,AK97,America/Anchorage,Boswell Bay,Alaska,small
OPU,-8.05,142.933,PG,AYBM,Pacific/Port_Moresby,Balimo,Western Province,small
GAR,-7.87563,147.14127,PG,AYGI,Pacific/Port_Moresby,Garaina,Morobe,small
KKD,-8.88468,147.73096,PG,AYKO,Pacific/Port_Moresby,Kokoda,Northern Province,small
LNV,-3.04361,152.629,PG,AYKY,Pacific/Port_Moresby,Londolovit,New Ireland,small
VAI,-2.69717,141.302,PG,AYVN,Pacific/Port_Moresby,,Sandaun,small
SFJ,67.01222,-50.7116,GL,BGSF,America/Nuuk,Kangerlussuaq,Qeqqata,small
AEY,65.66,-18.0727,IS,BIAR,Atlantic/Reykjavik,Akureyri,Northeast,small
SAK,65.7317,-19.5728,IS,BIKR,Atlantic/Reykjavik,Saudarkrokur,Northwest,small
CFQ,49.0369,-116.498,CA,CAJ3,America/Creston,Creston,British Columbia,small
YPB,49.3219,-124.931,CA,CBS8,America/Vancouver,Port Alberni,British Columbia,small
YDC,53.2658,-114.96,CA,CER3,America/Edmonton,Drayton Valley,Alberta,small
CWS,48.4901,-122.83212,US,78WA,America/Los_Angeles,Center Island,Washington,small
YDU,60.2919,-102.502,CA,CJL8,America/Yellowknife,Kasba Lake,Northwest Territories,small
SUR,52.7086,-88.5419,CA,CJV7,America/Toronto,Summer Beaver,Ontario,small
YOG,51.6586,-85.9017,CA,CNT3,America/Toronto,Ogoki Post,Ontario,small
YBK,64.2989,-96.0778,CA,CYBK,America/Winnipeg,Baker Lake,Nunavut,small
XTL,58.7061,-98.5122,CA,CYBQ,America/Winnipeg,Tadoule Lake,Manitoba,small
XCM,42.3064,-82.0819,CA,CYCK,America/Toronto,Chatham-Kent,Ontario,small
YCS,63.3469,-90.7311,CA,CYCS,America/Winnipeg,Chesterfield Inlet,Nunavut,small
YEN,49.2103,-102.966,CA,CYEN,America/Regina,Estevan,Saskatchewan,small
YFE,48.7461,-69.0972,CA,CYFE,America/Toronto,Forestville,Quebec,small
YGT,69.3647,-81.8161,CA,CYGT,America/Toronto,Igloolik,Nunavut,small
YNS,51.6911,-76.1356,CA,CYHH,America/Toronto,Nemiscau,Quebec,small
YHM,43.1736,-79.935,CA,CYHM,America/Toronto,Hamilton,Ontario,medium
YHN,49.1931,-84.7589,CA,CYHN,America/Toronto,Hornepayne,Ontario,small
YHY,60.8397,-115.783,CA,CYHY,America/Yellowknife,Hay River,Northwest Territories,small
YIK,62.4173,-77.9253,CA,CYIK,America/Toronto,Ivujivik,Quebec,small
YJF,60.2358,-123.469,CA,CYJF,America/Yellowknife,Fort Liard,Northwest Territories,small
YKC,58.2361,-103.678,CA,CYKC,America/Regina,Collins Bay,Saskatchewan,small
YLQ,47.4097,-72.7889,CA,CYLQ,America/Toronto,La Tuque,Quebec,small
YMO,51.2911,-80.6078,CA,CYMO,America/Toronto,Moosonee,Ontario,small
YND,45.5217,-75.5636,CA,CYND,America/Toronto,Gatineau,Quebec,small
YNL,58.2767,-104.082,CA,CYNL,America/Regina,Points North Landing,Saskatchewan,small
YOH,54.9333,-95.2789,CA,CYOH,America/Winnipeg,Oxford House,Manitoba,small
YPL,51.4464,-90.2142,CA,CYPL,America/Panama,Pickle Lake,Ontario,small
YPM,51.8197,-93.9733,CA,CYPM,America/Winnipeg,Pikangikum,Ontario,small
YQB,46.7911,-71.3933,CA,CYQB,America/Toronto,Quebec City,Quebec,large
YSF,59.2503,-105.841,CA,CYSF,America/Regina,Stony Rapids,Saskatchewan,small
YTH,55.8011,-97.8642,CA,CYTH,America/Winnipeg,Thompson,Manitoba,small
YVP,58.0961,-68.4269,CA,CYVP,America/Toronto,Kuujjuaq,Quebec,small
YAX,53.8492,-89.5794,CA,CKB6,America/Winnipeg,Angling Lake,Ontario,small
YGM,50.6281,-97.0433,CA,CYGM,America/Winnipeg,Gimli,Manitoba,small
YGO,54.5589,-94.4914,CA,CYGO,America/Winnipeg,Gods Lake Narrows,Manitoba,small
YIB,48.7739,-91.6386,CA,CYIB,America/Panama,Atikokan,Ontario,small
YKY,51.5175,-109.181,CA,CYKY,America/Regina,Kindersley,Saskatchewan,small
YSG,62.4183,-110.682,CA,CYLK,America/Yellowknife,Lutselk'e,Northwest Territories,small
YML,47.5975,-70.2239,CA,CYML,America/Toronto,Charlevoix,Quebec,small
YNM,49.7617,-77.8028,CA,CYNM,America/Toronto,Matagami,Quebec,small
YPO,54.9881,-85.4433,CA,CYPO,America/Toronto,Peawanuck,Ontario,small
YQD,53.9714,-101.091,CA,CYQD,America/Winnipeg,The Pas,Manitoba,small
YQU,55.1797,-118.885,CA,CYQU,America/Edmonton,Grande Prairie,Alberta,small
YUT,66.5214,-86.2247,CA,CYUT,America/Winnipeg,Repulse Bay,Nunavut,small
YVV,44.7458,-81.1072,CA,CYVV,America/Toronto,Wiarton,Ontario,small
YXD,53.5725,-113.521,CA,CYXD,America/Edmonton,Edmonton,Alberta,small
YYE,58.8364,-122.597,CA,CYYE,America/Fort_Nelson,Fort Nelson,British Columbia,small
YZH,55.2931,-114.777,CA,CYZH,America/Edmonton,Slave Lake,Alberta,small
ZST,55.93541,-129.98243,CA,CZST,America/Vancouver,Stewart,British Columbia,small
ZWL,58.1069,-103.172,CA,CZWL,America/Regina,Wollaston Lake,Saskatchewan,small
HRM,32.9304,3.31154,DZ,DAFH,Africa/Algiers,,Laghouat,small
CFK,36.217,1.34,DZ,DAOI,Africa/Algiers,Chlef,Chlef,small
KDC,11.133,2.933,BJ,DBBK,Africa/Porto-Novo,Kandi,Alibori,small
OUG,13.567,-2.417,BF,DFCC,Africa/Ouagadougou,Ouahigouya,,small
XZA,11.167,-0.617,BF,DFEZ,Africa/Ouagadougou,Zabre,,small
WZA,10.0827,-2.50769,GH,DGLW,Africa/Accra,Wa,,small
BXI,9.533,-6.467,CI,DIBI,Africa/Abidjan,Boundiali,,small
BYK,7.7388,-5.07367,CI,DIBK,Africa/Abidjan,,Vallee-du-Bandama,small
ABB,6.20333,6.65889,NG,DNAS,Africa/Lagos,Asaba,Delta,small
THZ,14.8757,5.26536,NE,DRRT,Africa/Niamey,Tahoua,Tahoua,small
AJY,16.966,8.00011,NE,DRZA,Africa/Niamey,Agadez,Agadez,small
DUF,36.2535,-75.78852,US,7NC2,America/New_York,Corolla,North Carolina,small
REE,33.59476,-102.04342,US,8XS8,America/Chicago,Lubbock,Texas,small
RNA,-9.86054,161.97955,SB,AGAR,Pacific/Guadalcanal,Arona,,small
RUS,-9.86167,160.825,SB,AGGU,Pacific/Guadalcanal,Marau,,small
CDL,65.90766,-161.92631,US,AK75,America/Anchorage,Candle,Alaska,small
FIN,-6.62175,147.85405,PG,AYFI,Pacific/Port_Moresby,Buki,Morobe,small
KZF,-7.50025,146.03383,PG,AYKT,Pacific/Port_Moresby,Kaintiba,Gulf,small
KUQ,-7.13508,143.27611,PG,AYKU,Pacific/Port_Moresby,Kuri,Gulf,small
KVG,-2.5794,150.808,PG,AYKV,Pacific/Port_Moresby,Kavieng,New Ireland,small
LMI,-3.47684,142.04129,PG,AYLU,Pacific/Port_Moresby,Lumi,Sandaun,small
YAD,53.0733,-125.409,CA,CAS2,America/Vancouver,Moose Lake,British Columbia,small
MUA,-8.32797,157.263,SB,AGGM,Pacific/Guadalcanal,,,small
MNY,-7.41694,155.565,SB,AGGO,Pacific/Guadalcanal,Stirling Island,,small
NNB,-10.84799,162.45411,SB,AGGT,Pacific/Guadalcanal,Santa Ana Island,,small
MXH,-6.36333,143.23801,PG,AYMR,Pacific/Port_Moresby,Moro,Southern Highlands,small
NIS,-2.66222,151.99778,PG,AYSE,Pacific/Port_Moresby,Simberi Island,New Ireland,small
KUS,65.5736,-37.1236,GL,BGKK,America/Nuuk,Kulusuk,Sermersooq,small
THU,76.5312,-68.7032,GL,BGTL,America/Thule,Thule,Qaasuitsup,small
BIU,65.6413,-23.5462,IS,BIBD,Atlantic/Reykjavik,Bildudalur,Westfjords,small
OPA,66.3108,-16.4667,IS,BIKP,Atlantic/Reykjavik,Kopasker,Northeast,small
NOR,65.1319,-13.7464,IS,BINF,Atlantic/Reykjavik,Nordfjordur,East,small
TEY,65.8703,-23.56,IS,BITE,Atlantic/Reykjavik,Tingeyri,Westfjords,small
YZZ,49.0556,-117.609,CA,CAD4,America/Vancouver,Trail,British Columbia,small
JHL,57.2239,-111.419,CA,CAL4,America/Edmonton,Albian Village,Alberta,small
YGC,53.9169,-118.874,CA,CEQ5,America/Edmonton,Grande Cache,Alberta,small
XMP,63.1811,-130.202,CA,CFC4,America/Whitehorse,Macmillan Pass,Yukon,small
ATD,-8.87333,161.011,SB,AGAT,Pacific/Guadalcanal,Atoifi,,small
AKS,-8.70257,160.68201,SB,AGGA,Pacific/Guadalcanal,Auki,,small
CHY,-6.71194,156.39611,SB,AGGC,Pacific/Guadalcanal,,Choiseul,small
PRS,-9.64167,161.425,SB,AGGP,Pacific/Guadalcanal,Parasi,,small
VAO,-7.58556,158.731,SB,AGGV,Pacific/Guadalcanal,Suavanao,,small
INU,-0.54746,166.91901,NR,ANYN,Pacific/Nauru,Yaren District,Yaren,small
AIE,-5.1457,144.7307,PG,AYAO,Pacific/Port_Moresby,Aiome,Madang,small
GAP,-6.0532,145.95905,PG,AYGP,Pacific/Port_Moresby,Gusap,Morobe,small
KMA,-7.96361,145.771,PG,AYKM,Pacific/Port_Moresby,Kerema,Gulf,small
GUV,-6.28086,142.42077,PG,AYML,Pacific/Port_Moresby,Mougulu,Western Province,small
MAS,-2.06189,147.424,PG,AYMO,Pacific/Port_Moresby,,Manus,small
OSE,-7.82778,147.08064,PG,AYOM,Pacific/Port_Moresby,Omora,Morobe,small
POM,-9.44338,147.22,PG,AYPY,Pacific/Port_Moresby,Port Moresby,National Capital,small
RMN,-5.89722,141.27167,PG,AYRG,Pacific/Port_Moresby,,Western Province,small
SYK,65.0581,-22.7942,IS,BIST,Atlantic/Reykjavik,Stykkisholmur,West,small
PYS,39.71056,-121.6165,US,CA92,America/Los_Angeles,Paradise,California,small
YRG,54.1797,-58.4575,CA,CCZ2,America/Halifax,Rigolet,Newfoundland and Labrador,small
DAU,-9.08676,143.20799,PG,AYDU,Pacific/Port_Moresby,Daru,Western Province,small
XYR,-3.88399,141.79223,PG,AYED,Pacific/Port_Moresby,Yellow River Mission,Sandaun,small
FNE,-8.54928,147.08583,PG,AYFA,Pacific/Port_Moresby,Fane Mission,Central Province,small
GUR,-10.3115,150.334,PG,AYGN,Pacific/Port_Moresby,Gurney,Milne Bay,small
MIS,-10.6892,152.838,PG,AYMS,Pacific/Port_Moresby,Misima Island,Milne Bay,small
OGE,-6.46675,147.36417,PG,AYOG,Pacific/Port_Moresby,,Morobe,small
RAB,-4.34046,152.38,PG,AYTK,Pacific/Port_Moresby,Tokua,East New Britain,small
WSU,-5.96171,147.19823,PG,AYWS,Pacific/Port_Moresby,Wasu,Morobe,small
NAQ,77.4886,-69.3887,GL,BGQQ,America/Thule,Qaanaaq,,small
DVK,64.5114,-110.289,CA,CDK2,America/Yellowknife,Diavik,Northwest Territories,small
YXP,66.145,-65.7136,CA,CYXP,America/Toronto,Pangnirtung,Nunavut,small
YYB,46.3636,-79.4228,CA,CYYB,America/Toronto,North Bay,Ontario,small
BSK,34.7933,5.73823,DZ,DAUB,Africa/Algiers,Biskra,Biskra,small
HME,31.673,6.14044,DZ,DAUH,Africa/Algiers,Hassi Messaoud,Ouargla,small
XBO,12.65,-0.567,BF,DFEA,Africa/Ouagadougou,Boulsa,,small
XGG,14.45,-0.233,BF,DFEG,Africa/Ouagadougou,Gorom-Gorom,Sahel,small
XKA,12.467,1.5,BF,DFEL,Africa/Ouagadougou,Kantchari,,small
ENU,6.47427,7.56196,NG,DNEN,Africa/Lagos,Enegu,Enugu,small
IBA,7.36246,3.97833,NG,DNIB,Africa/Lagos,Ibadan,Oyo,small
MIU,11.8553,13.0809,NG,DNMA,Africa/Lagos,Maiduguri,Borno,small
YOL,9.25755,12.4304,NG,DNYO,Africa/Lagos,Yola,Adamawa,small
TUN,36.851,10.2272,TN,DTTA,Africa/Tunis,Tunis,Tunis,large
BRU,50.9014,4.48444,BE,EBBR,Europe/Brussels,Brussels,Flanders,large
CRL,50.4592,4.45382,BE,EBCI,Europe/Brussels,Brussels,Wallonia,large
ERF,50.9798,10.9581,DE,EDDE,Europe/Berlin,Erfurt,Thuringia,small
BRE,53.0475,8.78667,DE,EDDW,Europe/Berlin,Bremen,Bremen,medium
EUM,54.07944,9.94139,DE,EDHN,Europe/Berlin,Neumunster,Schleswig-Holstein,small
PAD,51.6141,8.61632,DE,EDLP,Europe/Berlin,Paderborn,Nordrhein-Westfalen,small
LHA,48.3693,7.82772,DE,EDTL,Europe/Berlin,,Baden-Württemberg,small
NRD,53.70694,7.23,DE,EDWY,Europe/Berlin,Norderney,Niedersachsen,small
BMR,53.72472,7.37333,DE,EDWZ,Europe/Berlin,Baltrum,Niedersachsen,small
OHR,54.68444,8.52833,DE,EDXY,Europe/Berlin,Wyk auf Fohr,Schleswig-Holstein,small
KTQ,62.1661,30.0736,FI,EFIT,Europe/Helsinki,,North Karelia,small
BNY,-11.30222,159.79833,SB,AGGB,Pacific/Guadalcanal,Anua,,small
CEX,65.05183,-146.04743,US,AK13,America/Anchorage,Chena Hot Springs,Alaska,small
AUJ,-4.21567,142.82317,PG,AYAT,Pacific/Port_Moresby,Ambunti,East Sepik,small
MAG,-5.20708,145.789,PG,AYMD,Pacific/Port_Moresby,Madang,Madang,small
PDI,-6.44514,147.51583,PG,AYPD,Pacific/Port_Moresby,Pindiu,Morobe,small
DGF,50.16546,-120.17127,CA,CAL3,America/Vancouver,Douglas Lake,British Columbia,small
YCK,67.0333,-126.083,CA,CEB3,America/Yellowknife,Colville Lake,Northwest Territories,small
XCL,58.3911,-109.516,CA,CJS3,America/Regina,Cluff Lake,Saskatchewan,small
TOE,33.9397,8.11056,TN,DTTZ,Africa/Tunis,Tozeur,Tawzar,small
KJK,50.8172,3.20472,BE,EBKT,Europe/Brussels,Wevelgem,Flanders,small
OST,51.1989,2.86222,BE,EBOS,Europe/Brussels,Ostend,Flanders,small
KOQ,51.72111,11.95278,DE,EDCK,Europe/Berlin,Kothen,Sachsen-Anhalt,small
MGL,51.23028,6.50444,DE,EDLN,Europe/Berlin,Monchengladbach,Nordrhein-Westfalen,small
BMK,53.59639,6.70917,DE,EDWR,Europe/Berlin,Borkum,Niedersachsen,small
KUO,63.0071,27.7978,FI,EFKU,Europe/Helsinki,Kuopio / Siilinjarvi,Northern Savo,small
YAY,51.3919,-56.0831,CA,CYAY,America/St_Johns,St. Anthony,Newfoundland and Labrador,small
YBL,49.9508,-125.271,CA,CYBL,America/Vancouver,Campbell River,British Columbia,small
YCD,49.0523,-123.87,CA,CYCD,America/Vancouver,Nanaimo,British Columbia,medium
YCZ,50.3303,-115.873,CA,CYCZ,America/Edmonton,Fairmont Hot Springs,British Columbia,small
YGP,48.7753,-64.4786,CA,CYGP,America/Toronto,Gaspe,Quebec,small
YKL,54.8053,-66.8053,CA,CYKL,America/Toronto,Schefferville,Quebec,small
YLC,62.85,-69.8833,CA,CYLC,America/Toronto,Kimmirut,Nunavut,small
YPK,49.2161,-122.71,CA,CYPK,America/Vancouver,Pitt Meadows,British Columbia,small
YQK,49.7883,-94.3631,CA,CYQK,America/Winnipeg,Kenora,Ontario,small
YRV,50.9667,-118.183,CA,CYRV,America/Vancouver,Revelstoke,British Columbia,small
YSH,44.9458,-75.9406,CA,CYSH,America/Toronto,Smiths Falls,Ontario,small
YUL,45.4706,-73.7408,CA,CYUL,America/Toronto,Dorval,Quebec,large
YWP,52.95939,-87.37487,CA,CYWP,America/Toronto,Webequie,Ontario,small
YWY,63.2094,-123.437,CA,CYWY,America/Edmonton,Wrigley,Northwest Territories,small
YXN,62.24,-92.5981,CA,CYXN,America/Winnipeg,Whale Cove,Nunavut,small
YXR,47.6974,-79.84735,CA,CYXR,America/Toronto,Earlton,Ontario,small
YYG,46.29,-63.1211,CA,CYYG,America/Halifax,Charlottetown,Prince Edward Island,small
YYN,50.2919,-107.691,CA,CYYN,America/Regina,Swift Current,Saskatchewan,small
YZT,50.6806,-127.367,CA,CYZT,America/Vancouver,Port Hardy,British Columbia,small
KES,56.0375,-96.5097,CA,CZEE,America/Winnipeg,Kelsey,Manitoba,small
ZFN,64.9097,-125.573,CA,CZFN,America/Edmonton,Tulita,Northwest Territories,small
ZMH,51.7361,-121.333,CA,CZML,America/Vancouver,108 Mile,British Columbia,small
XSI,56.7928,-98.9072,CA,CZSN,America/Winnipeg,South Indian Lake,Manitoba,small
XLB,58.6175,-101.469,CA,CZWH,America/Winnipeg,Lac Brochet,Manitoba,small
CBH,31.6457,-2.26986,DZ,DAOR,Africa/Algiers,Bechar,Bechar,small
AZR,27.8376,-0.18641,DZ,DAUA,Africa/Algiers,,Adrar,small
LOO,33.7644,2.92834,DZ,DAUL,Africa/Algiers,Laghouat,Laghouat,small
NAE,10.317,1.383,BJ,DBBN,Africa/Porto-Novo,Natitingou,,small
SVF,8.01817,2.46458,BJ,DBBS,Africa/Porto-Novo,Save,Zou,small
XKY,13.067,-1.1,BF,DFCA,Africa/Ouagadougou,Kaya,,small
ABV,9.00679,7.26317,NG,DNAA,Africa/Lagos,Abuja,FCT,large
NIM,13.4815,2.18361,NE,DRRN,Africa/Niamey,Niamey,Niamey,medium
